Comunidad,Pfizer,Moderna,AstraZeneca,Janssen,Entregadas,Administradas,PercAdministradas,Personas1Dosis,Personas2Dosis,fecha,Poblacion,percvacunados
Castilla y León,121395,2500,NA,NA,123895,104197,84.1,NA,18756,2021-01-27,2394918,0.7831583377802497
Castilla-La Mancha,82935,1700,NA,NA,84635,68522,81,NA,6982,2021-01-27,2045221,0.34138120036905545
Cataluña,280250,5800,NA,NA,286050,201650,70.5,NA,18426,2021-01-27,7780479,0.23682346549614747
Ceuta,1980,200,NA,NA,2180,1829,83.9,NA,503,2021-01-27,84202,0.5973729840146315
Comunidad de Madrid,228075,4700,NA,NA,232775,174094,74.8,NA,5611,2021-01-27,6779888,0.08275947921263596
Comunidad Foral de Navarra,27645,500,NA,NA,28145,20057,71.3,NA,2541,2021-01-27,661197,0.38430301407901124
Comunidad Valenciana,142930,2900,NA,NA,145830,108454,74.4,NA,7304,2021-01-27,5057353,0.14442337720938206
Extremadura,50975,1000,NA,NA,51975,37790,72.7,NA,3134,2021-01-27,1063987,0.2945524710358303
Galicia,87865,1800,NA,NA,89665,72676,81.1,NA,14235,2021-01-27,2701819,0.5268672697912037
Islas Baleares,29610,600,NA,NA,30210,23603,78.1,NA,3114,2021-01-27,1171543,0.26580330384800216
Islas Canarias,64320,1300,NA,NA,65620,54653,83.3,NA,6434,2021-01-27,2175952,0.29568666955888734
La Rioja,14105,200,NA,NA,14305,9618,67.2,NA,684,2021-01-27,319914,0.21380746075507792
Melilla,1980,200,NA,NA,2180,1713,78.6,NA,414,2021-01-27,87076,0.4754467361844825
País Vasco,74700,1400,NA,NA,76100,50850,66.8,NA,6637,2021-01-27,2220504,0.29889610646952225
Principado de Asturias,58235,1200,NA,NA,59435,49077,82.6,NA,13727,2021-01-27,1018784,1.3473906146935954
Región de Murcia,59225,1200,NA,NA,60425,50957,84.3,NA,7453,2021-01-27,1511251,0.4931675810305502
Andalucía,324180,6800,NA,NA,330980,265620,80.3,NA,55004,2021-01-28,8464411,0.6498266683883852
Aragón,55305,1200,NA,NA,56505,49453,87.5,NA,6806,2021-01-28,1329391,0.5119637488143067
Cantabria,27645,500,NA,NA,28145,21469,76.3,NA,782,2021-01-28,582905,0.13415565143548264
Castilla y León,121395,2500,NA,NA,123895,108203,87.3,NA,19658,2021-01-28,2394918,0.8208214226958919
Castilla-La Mancha,82935,1700,NA,NA,84635,71484,84.5,NA,7628,2021-01-28,2045221,0.37296702899099904
Cataluña,280250,5800,NA,NA,286050,208177,72.8,NA,23262,2021-01-28,7780479,0.2989790217286108
Ceuta,1980,200,NA,NA,2180,1757,80.6,NA,569,2021-01-28,84202,0.6757559202869291
Comunidad de Madrid,228075,4700,NA,NA,232775,177972,76.5,NA,6987,2021-01-28,6779888,0.1030547997253052
Comunidad Foral de Navarra,27645,500,NA,NA,28145,21007,74.6,NA,2797,2021-01-28,661197,0.4230206731125519
Comunidad Valenciana,142930,2900,NA,NA,145830,109716,75.2,NA,8948,2021-01-28,5057353,0.1769305009952835
Extremadura,50975,1000,NA,NA,51975,39821,76.6,NA,3135,2021-01-28,1063987,0.2946464571465629
Galicia,87865,1800,NA,NA,89665,74278,82.8,NA,15827,2021-01-28,2701819,0.5857905359315335
Islas Baleares,29610,600,NA,NA,30210,23540,77.9,NA,3295,2021-01-28,1171543,0.28125301418727267
Islas Canarias,64320,1300,NA,NA,65620,56385,85.9,NA,6864,2021-01-28,2175952,0.31544813488532836
La Rioja,14105,200,NA,NA,14305,10283,71.9,NA,1084,2021-01-28,319914,0.33884106353582527
Melilla,1980,200,NA,NA,2180,1713,78.6,NA,414,2021-01-28,87076,0.4754467361844825
País Vasco,74700,1400,NA,NA,76100,51436,67.6,NA,6906,2021-01-28,2220504,0.311010473297954
Principado de Asturias,58235,1200,NA,NA,59435,49857,83.9,NA,14080,2021-01-28,1018784,1.3820397650532399
Región de Murcia,59225,1200,NA,NA,60425,53447,88.5,NA,8713,2021-01-28,1511251,0.576542215687533
Andalucía,324180,6800,NA,NA,330980,282995,85.5,NA,67511,2021-01-29,8464411,0.7975865066098515
Aragón,55305,1200,NA,NA,56505,53937,95.5,NA,9752,2021-01-29,1329391,0.733568980081857
Cantabria,27645,500,NA,NA,28145,21641,76.9,NA,924,2021-01-29,582905,0.15851639632530173
Castilla y León,121395,2500,NA,NA,123895,114743,92.6,NA,25020,2021-01-29,2394918,1.0447121780369932
Castilla-La Mancha,82935,1700,NA,NA,84635,77765,91.9,NA,12486,2021-01-29,2045221,0.6104963717857386
Cataluña,280250,5800,NA,NA,286050,222572,77.8,NA,35424,2021-01-29,7780479,0.45529330520653033
Ceuta,1980,200,NA,NA,2180,1828,83.9,NA,628,2021-01-29,84202,0.7458255148333769
Comunidad de Madrid,228075,4700,NA,NA,232775,183458,78.8,NA,10595,2021-01-29,6779888,0.1562710180463158
Comunidad Foral de Navarra,27645,500,NA,NA,28145,22430,79.7,NA,3535,2021-01-29,661197,0.5346364245451809
Comunidad Valenciana,142930,2900,NA,NA,145830,112272,77,NA,11317,2021-01-29,5057353,0.22377318727800888
Extremadura,50975,1000,NA,NA,51975,41961,80.7,NA,4460,2021-01-29,1063987,0.41917805386719953
Galicia,87865,1800,NA,NA,89665,78772,87.9,NA,20268,2021-01-29,2701819,0.750161280233798
Islas Baleares,29610,600,NA,NA,30210,25041,82.9,NA,4369,2021-01-29,1171543,0.37292698603465685
Islas Canarias,64320,1300,NA,NA,65620,60180,91.7,NA,8772,2021-01-29,2175952,0.4031338926593969
La Rioja,14105,200,NA,NA,14305,10820,75.6,NA,1592,2021-01-29,319914,0.49763373906737435
Melilla,1980,200,NA,NA,2180,1934,88.7,NA,631,2021-01-29,87076,0.7246543249575084
País Vasco,74700,1400,NA,NA,76100,53839,70.7,NA,9052,2021-01-29,2220504,0.4076551989998667
Principado de Asturias,58235,1200,NA,NA,59435,52919,89,NA,16266,2021-01-29,1018784,1.5966092910764205
Región de Murcia,59225,1200,NA,NA,60425,55082,91.2,NA,9264,2021-01-29,1511251,0.6130020757637216
Andalucía,324180,6800,NA,NA,330980,299792,90.6,NA,78640,2021-02-01,8464411,0.9290664170253548
Aragón,55305,1200,NA,NA,56505,55292,97.9,NA,10364,2021-02-01,1329391,0.7796050973716536
Cantabria,27645,500,NA,NA,28145,23626,83.9,NA,2737,2021-02-01,582905,0.4695447800241892
Castilla y León,121395,2500,NA,NA,123895,124225,100.3,NA,34446,2021-02-01,2394918,1.4382955909137598
Castilla-La Mancha,82935,1700,NA,NA,84635,84605,100,NA,17460,2021-02-01,2045221,0.8536974732803937
Cataluña,280250,5800,NA,NA,286050,256555,89.7,NA,60676,2021-02-01,7780479,0.7798491583872921
Ceuta,1980,200,NA,NA,2180,1890,86.7,NA,688,2021-02-01,84202,0.8170827296263746
Comunidad de Madrid,228075,4700,NA,NA,232775,190943,82,NA,15837,2021-02-01,6779888,0.23358792947612114
Comunidad Foral de Navarra,27645,500,NA,NA,28145,25116,89.2,NA,5281,2021-02-01,661197,0.7987029584223764
Comunidad Valenciana,142930,2900,NA,NA,145830,136109,93.3,NA,33395,2021-02-01,5057353,0.6603256683881865
Extremadura,50975,1000,NA,NA,51975,47342,91.1,NA,8646,2021-02-01,1063987,0.8126039133936787
Galicia,87865,1800,NA,NA,89665,85718,95.6,NA,27098,2021-02-01,2701819,1.0029539358484043
Islas Baleares,29610,600,NA,NA,30210,25559,84.6,NA,4782,2021-02-01,1171543,0.40817964001321333
Islas Canarias,64320,1300,NA,NA,65620,64475,98.3,NA,11501,2021-02-01,2175952,0.5285502621381354
La Rioja,14105,200,NA,NA,14305,11790,82.4,NA,2490,2021-02-01,319914,0.7783341773101521
Melilla,1980,200,NA,NA,2180,2113,96.9,NA,806,2021-02-01,87076,0.9256281868712389
País Vasco,74700,1400,NA,NA,76100,57262,75.2,NA,12277,2021-02-01,2220504,0.552892496478277
Principado de Asturias,58235,1200,NA,NA,59435,58112,97.8,NA,19475,2021-02-01,1018784,1.9115926437792505
Región de Murcia,59225,1200,NA,NA,60425,58737,97.2,NA,11293,2021-02-01,1511251,0.7472617056994503
Andalucía,324180,6800,NA,NA,330980,313286,94.7,NA,90764,2021-02-02,8464411,1.0723014277071377
Aragón,55305,1200,NA,NA,56505,56482,100,NA,11119,2021-02-02,1329391,0.8363980198451773
Cantabria,27645,500,NA,NA,28145,25067,89.1,NA,4261,2021-02-02,582905,0.7309939012360505
Castilla y León,121395,2500,NA,NA,123895,126362,102,NA,35051,2021-02-02,2394918,1.4635574161620566
Castilla-La Mancha,82935,1700,NA,NA,84635,88888,105,NA,21360,2021-02-02,2045221,1.044385912329279
Cataluña,280250,5800,NA,NA,286050,261562,91.4,NA,69431,2021-02-02,7780479,0.8923743640976346
Ceuta,1980,200,NA,NA,2180,1950,89.4,NA,748,2021-02-02,84202,0.8883399444193725
Comunidad de Madrid,228075,4700,NA,NA,232775,199495,85.7,NA,24312,2021-02-02,6779888,0.35858999440698724
Comunidad Foral de Navarra,27645,500,NA,NA,28145,26779,95.1,NA,6320,2021-02-02,661197,0.9558422073905356
Comunidad Valenciana,142930,2900,NA,NA,145830,147945,101.5,NA,44979,2021-02-02,5057353,0.8893782973029567
Extremadura,50975,1000,NA,NA,51975,49703,95.6,NA,10776,2021-02-02,1063987,1.012794329254023
Galicia,87865,1800,NA,NA,89665,87736,97.8,NA,29065,2021-02-02,2701819,1.075756740181337
Islas Baleares,29610,600,NA,NA,30210,25963,85.9,NA,5026,2021-02-02,1171543,0.42900687384073827
Islas Canarias,64320,1300,NA,NA,65620,67783,103.3,NA,14647,2021-02-02,2175952,0.6731306572939109
La Rioja,14105,200,NA,NA,14305,13215,92.4,NA,3478,2021-02-02,319914,1.087167176178598
Melilla,1980,200,NA,NA,2180,2348,107.7,NA,1040,2021-02-02,87076,1.1943589508015986
País Vasco,74700,1400,NA,NA,76100,59582,78.3,NA,14059,2021-02-02,2220504,0.6331445473640218
Principado de Asturias,58235,1200,NA,NA,59435,58177,97.9,NA,19503,2021-02-02,1018784,1.9143410183120269
Región de Murcia,59225,1200,NA,NA,60425,60731,100.5,NA,12580,2021-02-02,1511251,0.8324229396705114
Andalucía,400230,16600,NA,NA,416830,329258,79,NA,104529,2021-02-03,8464411,1.2349234931999402
Aragón,68175,2900,NA,NA,71075,61036,85.9,NA,15157,2021-02-03,1329391,1.1401461270611881
Cantabria,33495,1300,NA,NA,34795,26718,76.8,NA,5861,2021-02-03,582905,1.0054811676002093
Castilla y León,149475,6200,NA,NA,155675,132496,85.1,NA,40565,2021-02-03,2394918,1.6937949441275233
Castilla-La Mancha,101655,4200,NA,NA,105855,92702,87.6,NA,24525,2021-02-03,2045221,1.1991369147881819
Cataluña,345770,14300,NA,NA,360070,273724,76,NA,80387,2021-02-03,7780479,1.0331883165548035
Ceuta,1980,200,NA,NA,2180,2008,92.1,NA,806,2021-02-03,84202,0.9572219187192703
Comunidad de Madrid,280725,11600,NA,NA,292325,211857,72.5,NA,35902,2021-02-03,6779888,0.5295367711089033
Comunidad Foral de Navarra,33495,1300,NA,NA,34795,28199,81,NA,7148,2021-02-03,661197,1.0810696358271439
Comunidad Valenciana,175690,7000,NA,NA,182690,162563,89,NA,58452,2021-02-03,5057353,1.1557824814680724
Extremadura,62675,2500,NA,NA,65175,52880,81.1,NA,13202,2021-02-03,1063987,1.2408046338912035
Galicia,108925,4500,NA,NA,113425,90643,79.9,NA,31725,2021-02-03,2701819,1.1742089310941999
Islas Baleares,35460,1500,NA,NA,36960,26240,71,NA,5262,2021-02-03,1171543,0.4491512475427705
Islas Canarias,79530,3200,NA,NA,82730,70794,85.6,NA,17129,2021-02-03,2175952,0.7871956734339728
La Rioja,17615,600,NA,NA,18215,14118,77.5,NA,4301,2021-02-03,319914,1.3444238138999856
Melilla,1980,200,NA,NA,2180,2372,108.8,NA,1062,2021-02-03,87076,1.2196242362993248
País Vasco,91080,3600,NA,NA,94680,62679,66.2,NA,16621,2021-02-03,2220504,0.7485237585701264
Principado de Asturias,69935,2900,NA,NA,72835,61483,84.4,NA,22227,2021-02-03,1018784,2.1817185978578384
Región de Murcia,73265,3000,NA,NA,76265,63008,82.6,NA,14117,2021-02-03,1511251,0.9341267598830373
Andalucía,400230,16600,NA,NA,416830,345648,82.9,NA,117953,2021-02-04,8464411,1.393516926340179
Aragón,68175,2900,NA,NA,71075,65979,92.8,NA,19535,2021-02-04,1329391,1.4694698549937528
Cantabria,33495,1300,NA,NA,34795,27989,80.4,NA,7122,2021-02-04,582905,1.221811444403462
Castilla y León,149475,6200,NA,NA,155675,138856,89.2,NA,45682,2021-02-04,2394918,1.907455704120141
Castilla-La Mancha,101655,4200,NA,NA,105855,97353,92,NA,27691,2021-02-04,2045221,1.353936811718636
Cataluña,345770,14300,NA,NA,360070,285829,79.4,NA,91724,2021-02-04,7780479,1.1788991397573336
Ceuta,1980,200,NA,NA,2180,2104,96.5,NA,895,2021-02-04,84202,1.062920120662217
Comunidad de Madrid,280725,11600,NA,NA,292325,226074,77.3,NA,49470,2021-02-04,6779888,0.7296580710477814
Comunidad Foral de Navarra,33495,1300,NA,NA,34795,29954,86.1,NA,8008,2021-02-04,661197,1.2111367716429446
Comunidad Valenciana,175690,7000,NA,NA,182690,172754,94.6,NA,67840,2021-02-04,5057353,1.341413185909704
Extremadura,62675,2500,NA,NA,65175,56839,87.2,NA,16996,2021-02-04,1063987,1.5973879380105207
Galicia,108925,4500,NA,NA,113425,96650,85.2,NA,37572,2021-02-04,2701819,1.3906186905932634
Islas Baleares,35460,1500,NA,NA,36960,29366,79.5,NA,7929,2021-02-04,1171543,0.6767997418788726
Islas Canarias,79530,3200,NA,NA,82730,75334,91.1,NA,20260,2021-02-04,2175952,0.9310867151481282
La Rioja,17615,600,NA,NA,18215,15374,84.4,NA,5433,2021-02-04,319914,1.6982689097695005
Melilla,1980,200,NA,NA,2180,2383,109.3,NA,1067,2021-02-04,87076,1.225366346639717
País Vasco,91080,3600,NA,NA,94680,65194,68.9,NA,18773,2021-02-04,2220504,0.8454386931975804
Principado de Asturias,69935,2900,NA,NA,72835,65301,89.7,NA,25710,2021-02-04,1018784,2.523596758488551
Región de Murcia,73265,3000,NA,NA,76265,66361,87,NA,16462,2021-02-04,1511251,1.0892962188279776
Andalucía,400230,16600,NA,NA,416830,363482,87.2,NA,131693,2021-02-05,8464411,1.5558436375549345
Aragón,68175,2900,NA,NA,71075,72656,102.2,NA,23488,2021-02-05,1329391,1.7668240570306253
Cantabria,33495,1300,NA,NA,34795,29864,85.8,NA,8806,2021-02-05,582905,1.5107092922517391
Castilla y León,149475,6200,NA,NA,155675,151008,97,NA,56665,2021-02-05,2394918,2.3660517813135984
Castilla-La Mancha,101655,4200,NA,NA,105855,102033,96.4,NA,30345,2021-02-05,2045221,1.4837027392149797
Cataluña,345770,14300,NA,NA,360070,308695,85.7,NA,107877,2021-02-05,7780479,1.3865084656098936
Ceuta,1980,200,NA,NA,2180,2156,98.9,NA,921,2021-02-05,84202,1.093798247072516
Comunidad de Madrid,280725,11600,NA,NA,292325,246003,84.2,NA,67334,2021-02-05,6779888,0.9931432495640046
Comunidad Foral de Navarra,33495,1300,NA,NA,34795,31446,90.4,NA,9016,2021-02-05,661197,1.363587554087511
Comunidad Valenciana,175690,7000,NA,NA,182690,182225,99.7,NA,75577,2021-02-05,5057353,1.494398354237879
Extremadura,62675,2500,NA,NA,65175,61952,95.1,NA,21662,2021-02-05,1063987,2.0359271306886266
Galicia,108925,4500,NA,NA,113425,96947,85.5,NA,37720,2021-02-05,2701819,1.3960964816666106
Islas Baleares,35460,1500,NA,NA,36960,31496,85.2,NA,9922,2021-02-05,1171543,0.8469172706422214
Islas Canarias,79530,3200,NA,NA,82730,79839,96.5,NA,24049,2021-02-05,2175952,1.1052173945013493
La Rioja,17615,600,NA,NA,18215,16622,91.3,NA,6521,2021-02-05,319914,2.0383603093331333
Melilla,1980,200,NA,NA,2180,2392,109.7,NA,1073,2021-02-05,87076,1.2322568790481878
País Vasco,91080,3600,NA,NA,94680,68359,72.2,NA,21112,2021-02-05,2220504,0.9507751393377359
Principado de Asturias,69935,2900,NA,NA,72835,68626,94.2,NA,28740,2021-02-05,1018784,2.8210101454282754
Región de Murcia,73265,3000,NA,NA,76265,72359,94.9,NA,20388,2021-02-05,1511251,1.3490809931639416
Andalucía,400230,16600,NA,NA,416830,378943,90.9,NA,143552,2021-02-08,8464411,1.6959478928894167
Aragón,68175,2900,NA,NA,71075,74650,105,NA,24380,2021-02-08,1329391,1.8339224502046425
Cantabria,33495,1300,NA,NA,34795,34215,98.3,NA,12427,2021-02-08,582905,2.131908286942126
Castilla y León,149475,6200,NA,NA,155675,161020,103.4,NA,62928,2021-02-08,2394918,2.6275638664872867
Castilla-La Mancha,101655,4200,NA,NA,105855,104988,99.2,NA,32129,2021-02-08,2045221,1.570930476461957
Cataluña,345770,14300,NA,NA,360070,317222,88.1,NA,120742,2021-02-08,7780479,1.551858182510357
Ceuta,1980,200,NA,NA,2180,2218,101.7,NA,964,2021-02-08,84202,1.1448659176741645
Comunidad de Madrid,280725,11600,NA,NA,292325,266831,91.3,NA,86645,2021-02-08,6779888,1.277970963532141
Comunidad Foral de Navarra,33495,1300,NA,NA,34795,34273,98.5,NA,11439,2021-02-08,661197,1.7300441472057495
Comunidad Valenciana,175690,7000,NA,NA,182690,190902,104.5,NA,83171,2021-02-08,5057353,1.6445559564459906
Extremadura,62675,2500,NA,NA,65175,68006,104.3,NA,26605,2021-02-08,1063987,2.500500476039651
Galicia,108925,4500,NA,NA,113425,110996,97.9,NA,51424,2021-02-08,2701819,1.9033103253770884
Islas Baleares,35460,1500,NA,NA,36960,35683,96.5,NA,13430,2021-02-08,1171543,1.1463514356707352
Islas Canarias,79530,3200,NA,NA,82730,84330,101.9,NA,28158,2021-02-08,2175952,1.294054280609131
La Rioja,17615,600,NA,NA,18215,17803,97.7,NA,7561,2021-02-08,319914,2.3634476765630765
Melilla,1980,200,NA,NA,2180,2398,110,NA,1071,2021-02-08,87076,1.2299600349120308
País Vasco,91080,3600,NA,NA,94680,72979,77.1,NA,24002,2021-02-08,2220504,1.080925771806761
Principado de Asturias,69935,2900,NA,NA,72835,71784,98.6,NA,31467,2021-02-08,1018784,3.088682193674027
Región de Murcia,73265,3000,NA,NA,76265,75792,99.4,NA,24312,2021-02-08,1511251,1.608733426809974
Andalucía,400230,16600,34500,NA,451330,390077,86.4,NA,151577,2021-02-09,8464411,1.7907566161425763
Aragón,68175,2900,5400,NA,76475,75586,98.8,NA,25222,2021-02-09,1329391,1.897259722685049
Cantabria,33495,1300,2400,NA,37195,35347,95,NA,13470,2021-02-09,582905,2.310839673703262
Castilla y León,149475,6200,9800,NA,165475,161781,97.8,NA,64568,2021-02-09,2394918,2.6960422026975452
Castilla-La Mancha,101655,4200,8300,NA,114155,106646,93.4,NA,33207,2021-02-09,2045221,1.6236387167939308
Cataluña,345770,14300,31800,NA,391870,328789,83.9,NA,129651,2021-02-09,7780479,1.666362700805439
Ceuta,1980,200,400,NA,2580,2218,86,NA,964,2021-02-09,84202,1.1448659176741645
Comunidad de Madrid,280725,11600,27700,NA,320025,282690,88.3,NA,102204,2021-02-09,6779888,1.507458530288406
Comunidad Foral de Navarra,33495,1300,2700,NA,37495,35585,94.9,NA,12509,2021-02-09,661197,1.8918718626975017
Comunidad Valenciana,175690,7000,20600,NA,203290,196489,96.7,NA,87353,2021-02-09,5057353,1.7272474355656011
Extremadura,62675,2500,4300,NA,69475,69271,99.7,NA,27390,2021-02-09,1063987,2.5742795729647074
Galicia,108925,4500,11000,NA,124425,114111,91.7,NA,54504,2021-02-09,2701819,2.0173075990656666
Islas Baleares,35460,1500,4800,NA,41760,36655,87.8,NA,14072,2021-02-09,1171543,1.2011509607415178
Islas Canarias,79530,3200,8900,NA,91630,85250,93,NA,29047,2021-02-09,2175952,1.3349099612491453
La Rioja,17615,600,1300,NA,19515,18324,93.9,NA,7777,2021-02-09,319914,2.43096582206468
Melilla,1980,200,400,NA,2580,2399,93,NA,1080,2021-02-09,87076,1.240295833524737
País Vasco,91080,3600,9100,NA,103780,75634,72.9,NA,26299,2021-02-09,2220504,1.184370755468128
Principado de Asturias,69935,2900,4200,NA,77035,72787,94.5,NA,31944,2021-02-09,1018784,3.135502716964538
Región de Murcia,73265,3000,6200,NA,82465,77602,94.1,NA,25944,2021-02-09,1511251,1.7167234297942566
Andalucía,475110,36300,34500,NA,545910,401714,73.6,NA,159969,2021-02-10,8464411,1.8899011401974692
Aragón,81045,6300,5400,NA,92745,80211,86.5,NA,29343,2021-02-10,1329391,2.207251290252454
Cantabria,39345,2900,2400,NA,44645,36320,81.4,NA,14393,2021-02-10,582905,2.469184515487086
Castilla y León,177555,13500,9800,NA,200855,168030,83.7,NA,69345,2021-02-10,2394918,2.895506234451451
Castilla-La Mancha,120375,9200,8300,NA,137875,109636,79.5,NA,35531,2021-02-10,2045221,1.737269468678446
Cataluña,410120,31400,31800,NA,473320,340729,72,NA,138400,2021-02-10,7780479,1.7788107904410513
Ceuta,4320,400,400,NA,5120,2277,44.5,NA,963,2021-02-10,84202,1.1436782974276145
Comunidad de Madrid,333375,25400,27700,NA,386475,294615,76.2,NA,115535,2021-02-10,6779888,1.7040841972610756
Comunidad Foral de Navarra,39345,2900,2700,NA,44945,36677,81.6,NA,13286,2021-02-10,661197,2.0093860074985215
Comunidad Valenciana,207280,15700,20600,NA,243580,201983,82.9,NA,89522,2021-02-10,5057353,1.7701354839181682
Extremadura,74375,5400,4300,NA,84075,71334,84.8,NA,28790,2021-02-10,1063987,2.7058601279902854
Galicia,128815,9800,11000,NA,149615,114462,76.5,NA,54604,2021-02-10,2701819,2.0210088092503606
Islas Baleares,42480,3200,4800,NA,50480,37685,74.7,NA,14564,2021-02-10,1171543,1.243146858459314
Islas Canarias,93570,7000,8900,NA,109470,86467,79,NA,29967,2021-02-10,2175952,1.3771903056685073
La Rioja,19955,1400,1300,NA,22655,18970,83.7,NA,7997,2021-02-10,319914,2.499734303594091
Melilla,3150,400,400,NA,3950,2399,60.7,NA,1080,2021-02-10,87076,1.240295833524737
País Vasco,107460,7900,9100,NA,124460,75634,60.8,NA,26299,2021-02-10,2220504,1.184370755468128
Principado de Asturias,83975,6300,4200,NA,94475,75118,79.5,NA,32296,2021-02-10,1018784,3.170053711090869
Región de Murcia,87305,6600,6200,NA,100105,78988,78.9,NA,27799,2021-02-10,1511251,1.8394694197059258
Andalucía,475110,36300,34500,NA,545910,415015,76,NA,168087,2021-02-11,8464411,1.9858085813649644
Aragón,81045,6300,5400,NA,92745,84487,91.1,NA,32986,2021-02-11,1329391,2.481286543988939
Cantabria,39345,2900,2400,NA,44645,38217,85.6,NA,16259,2021-02-11,582905,2.7893052898842865
Castilla y León,177555,13500,9800,NA,200855,172686,86,NA,72444,2021-02-11,2394918,3.0249052368390066
Castilla-La Mancha,120375,9200,8300,NA,137875,113637,82.4,NA,38191,2021-02-11,2045221,1.8673287630040958
Cataluña,410120,31400,31800,NA,473320,357875,75.6,NA,146079,2021-02-11,7780479,1.877506513416462
Ceuta,4320,400,400,NA,5120,2559,50,NA,963,2021-02-11,84202,1.1436782974276145
Comunidad de Madrid,333375,25400,27700,NA,386475,308047,79.7,NA,128570,2021-02-11,6779888,1.8963440104025318
Comunidad Foral de Navarra,39345,2900,2700,NA,44945,38016,84.6,NA,14003,2021-02-11,661197,2.1178257009635555
Comunidad Valenciana,207280,15700,20600,NA,243580,208242,85.5,NA,90760,2021-02-11,5057353,1.7946146927058484
Extremadura,74375,5400,4300,NA,84075,73439,87.3,NA,29776,2021-02-11,1063987,2.7985304331725858
Galicia,128815,9800,11000,NA,149615,117783,78.7,NA,55082,2021-02-11,2701819,2.038700593933198
Islas Baleares,42480,3200,4800,NA,50480,38969,77.2,NA,15576,2021-02-11,1171543,1.3295286643341302
Islas Canarias,93570,7000,8900,NA,109470,86467,79,NA,29967,2021-02-11,2175952,1.3771903056685073
La Rioja,19955,1400,1300,NA,22655,19428,85.8,NA,8129,2021-02-11,319914,2.5409953925117374
Melilla,3150,400,400,NA,3950,2543,64.4,NA,1082,2021-02-11,87076,1.242592677660894
País Vasco,107460,7900,9100,NA,124460,84459,67.9,NA,32897,2021-02-11,2220504,1.4815105039216323
Principado de Asturias,83975,6300,4200,NA,94475,77168,81.7,NA,32706,2021-02-11,1018784,3.2102977667493797
Región de Murcia,87305,6600,6200,NA,100105,81470,81.4,NA,29721,2021-02-11,1511251,1.9666488227303076
Andalucía,475110,36300,34500,NA,545910,431642,79.1,NA,176731,2021-02-12,8464411,2.0879302765425733
Aragón,81045,6300,5400,NA,92745,88297,95.2,NA,35659,2021-02-12,1329391,2.6823560562693745
Cantabria,39345,2900,2400,NA,44645,39707,88.9,NA,17478,2021-02-12,582905,2.99843027594548
Castilla y León,177555,13500,9800,NA,200855,178831,89,NA,75433,2021-02-12,2394918,3.149711180090508
Castilla-La Mancha,120375,9200,8300,NA,137875,117671,85.3,NA,41690,2021-02-12,2045221,2.0384105189610318
Cataluña,410120,31400,31800,NA,473320,376519,79.5,NA,152091,2021-02-12,7780479,1.9547768202960254
Ceuta,4320,400,400,NA,5120,2697,52.7,NA,963,2021-02-12,84202,1.1436782974276145
Comunidad de Madrid,333375,25400,27700,NA,386475,319144,82.6,NA,139553,2021-02-12,6779888,2.0583378368492222
Comunidad Foral de Navarra,39345,2900,2700,NA,44945,39196,87.2,NA,14536,2021-02-12,661197,2.198437076998232
Comunidad Valenciana,207280,15700,20600,NA,243580,214010,87.9,NA,92433,2021-02-12,5057353,1.8276952389916228
Extremadura,74375,5400,4300,NA,84075,75603,89.9,NA,30501,2021-02-12,1063987,2.866670363453689
Galicia,128815,9800,11000,NA,149615,124733,83.4,NA,55187,2021-02-12,2701819,2.0425868646271272
Islas Baleares,42480,3200,4800,NA,50480,40624,80.5,NA,16683,2021-02-12,1171543,1.4240194341991714
Islas Canarias,93570,7000,8900,NA,109470,99316,90.7,NA,40779,2021-02-12,2175952,1.874076266388229
